StudyName;Sample;Domain;StudyType;Task;Stimulus;MeasureType;M.Mono;SD.Mono;N.Mono;M.Biling;SD.Biling;N.Biling;g;vg
Prior & Gollan (2011);1;Monitoring;Peer;Task Switching;NV;RT;235;115;47;230;86;41;0,05;0,05
Prior & Gollan (2011);1;Shifting;Peer;Task Switching;NV;RT;170;75;47;158;85;41;0,15;0,05
Prior & Gollan (2011);2;Fluency;Peer;Category Fluency;V;O;35,2;3,3;47;35,9;4;43;-0,19;0,04
Prior & Gollan (2011);2;Monitoring;Peer;Task Switching;NV;RT;235;115;47;223;109;43;0,11;0,04
Prior & Gollan (2011);2;Shifting;Peer;Task Switching;NV;RT;170;75;47;170;80;43;0,00;0,04
Soveri et al. (2011);1;WM;Peer;Simple Span BW;V;O;5,8;1,3;18;5,4;1,3;17;0,30;0,12
Soveri et al. (2011);1;WM;Peer;Simple Span FW;V;O;6,9;1;18;6,1;1,2;17;0,71;0,12
Soveri et al. (2011);2;WM;Peer;Simple Span BW;V;O;4,8;0,9;14;5,1;1,1;16;-0,29;0,14
Soveri et al. (2011);2;WM;Peer;Simple Span FW;V;O;6;1,3;14;6,2;0,7;16;-0,18;0,13
Tao et al. (2011);1;Attention;Peer;Flanker;NV;RT;;;34;;;36;0,86;0,06
Tao et al. (2011);1;Attention;Peer;Flanker;NV;RT;;;34;;;36;0,93;0,06
Tao et al. (2011);1;Inhibition;Peer;Flanker;NV;RT;;;34;;;36;0,86;0,06
Tao et al. (2011);1;Monitoring;Peer;Flanker;NV;RT;;;34;;;36;0,92;0,06
Tao et al. (2011);2;Attention;Peer;Flanker;NV;RT;;;34;;;36;0,28;0,06
Tao et al. (2011);2;Attention;Peer;Flanker;NV;RT;;;34;;;36;0,48;0,06
Tao et al. (2011);2;Inhibition;Peer;Flanker;NV;RT;;;34;;;36;0,42;0,06
Tao et al. (2011);2;Monitoring;Peer;Flanker;NV;RT;;;34;;;36;0,16;0,06
Abutalebi et al. (2012);1;Inhibition;Peer;Flanker;NV;RT;693;34,9;14;733;31,6;17;-1,18;0,16
Abutalebi et al. (2012);1;Monitoring;Peer;Flanker;NV;RT;564;28,3;14;604;25,7;17;-1,45;0,17
Bennett (2012);1;Fluency;Other;Category Fluency;V;O;;;30;;;77;-0,61;0,05
Bennett (2012);1;Fluency;Other;Letter Fluency;V;O;;;30;;;77;-0,29;0,05
Bennett (2012);1;Shifting;Other;Trail Making;V;O;47,44;8;30;56,77;9,77;77;-1,09;0,05
Bennett (2012);2;Fluency;Other;Category Fluency;V;O;;;30;;;22;-1,06;0,09
Bennett (2012);2;Fluency;Other;Letter Fluency;V;O;;;30;;;22;-0,97;0,09
Bennett (2012);2;Shifting;Other;Trail Making;V;O;45,41;12,03;30;56,77;9,77;22;-1,04;0,09
Hermans (2012);1;Inhibition;Other;Simon;NV;RT;-6,6;56,44;12;31;58,81;18;-0,63;0,15
Hermans (2012);1;WM;Other;Simple Span BW;V;O;8,29;1,99;12;7,7;2;18;0,29;0,14
Hermans (2012);2;Inhibition;Other;Simon;NV;RT;25,4;68,69;19;46,1;66,68;21;-0,30;0,10
Hermans (2012);2;WM;Other;Simple Span BW;V;O;6,4;1,5;19;5,95;2,12;21;0,24;0,10
Hermans (2012);3;Inhibition;Other;Simon;NV;RT;46,52;60,48;13;37,41;82,87;25;0,12;0,12
Hermans (2012);3;WM;Other;Simple Span BW;V;O;6,46;1,96;13;4,96;1,49;25;0,81;0,13
Kousaie & Phillips (2012);1;Inhibition;Peer;Flanker;NV;RT;68,6;24,2;24;66,28;29,43;26;0,08;0,08
Kousaie & Phillips (2012);1;Inhibition;Peer;Simon;NV;RT;36,61;12,39;24;41,35;13,48;26;-0,36;0,08
Kousaie & Phillips (2012);1;Inhibition;Peer;Stroop;V;RT;51,87;20,55;25;55,27;26,1;26;-0,14;0,08
Marzecova et al. (2012);1;Attention;Peer;Flanker;NV;RT;33;20;17;48;15;18;-0,83;0,13
Marzecova et al. (2012);1;Attention;Peer;Flanker;NV;RT;127;63;17;158;74;18;-0,44;0,12
Marzecova et al. (2012);1;Inhibition;Peer;Flanker;NV;RT;96;25,48;17;74;23,6;18;0,88;0,13
Marzecova et al. (2012);1;Monitoring;Peer;Flanker;NV;RT;649;52;17;641;64;18;0,13;0,11
Pelham (2012);1;Fluency;Other;Category Fluency;V;O;18,24;4,49;54;18,35;3,21;56;-0,03;0,04
Pelham (2012);1;Fluency;Other;Letter Fluency;V;O;12,81;5,19;54;12,07;3,19;56;0,17;0,04
Pelham (2012);1;Inhibition;Other;Simon;NV;RT;748,26;98,09;54;715,91;98,09;56;0,33;0,04
Pelham (2012);1;Monitoring;Other;Simon;NV;RT;717,38;103,46;54;680,86;79,6;56;0,40;0,04
Pelham (2012);2;Fluency;Other;Category Fluency;V;O;18,9;6,02;54;18,35;3,21;30;0,12;0,05
Pelham (2012);2;Fluency;Other;Letter Fluency;V;O;14,07;5,84;54;12,07;3,19;30;0,46;0,05
Pelham (2012);2;Inhibition;Other;Simon;NV;RT;748,26;98,09;54;714,55;92,01;30;0,35;0,05
Pelham (2012);2;Monitoring;Other;Simon;NV;RT;717,38;103,46;54;682,89;92,87;30;0,34;0,05
Schroeder & Marian (2012);1;Inhibition;Peer;Simon;NV;RT;51;24;18;23;51;18;0,69;0,12
Schroeder & Marian (2012);1;Monitoring;Peer;Simon;NV;RT;598;76;18;620;57;18;-0,32;0,11
Yoo & Kaushanskaya (2012);1;WM;Peer;Simple Span BW;V;O;0,17;1,02;23;-0,17;0,98;21;0,33;0,09
Yoo & Kaushanskaya (2012);1;WM;Peer;Simple Span FW;V;O;-0,34;0,89;23;0,36;1;21;-0,72;0,10
Yoo & Kaushanskaya (2012);1;WM;Peer;Simple Span;V;ACC;;;23;;;21;-0,16;0,10
Batres (2013);1;Inhibition;Other;Stroop;V;RT;168,01;85,88;48;162,71;80,47;48;0,06;0,04
Batres (2013);1;Shifting;Other;Trail Making;V;RT;800,89;151,04;48;889,12;179,04;48;-0,53;0,04
Batres (2013);1;Shifting;Other;WCST;V;O;12,01;3,19;48;11,53;4,39;48;0,12;0,04
Blumenfeld & Marian (2013);1;Inhibition;Peer;Stroop;NV;RT;462,9;55,32;30;447,2;55,38;15;0,28;0,10
Blumenfeld & Marian (2013);1;Monitoring;Peer;Stroop;NV;RT;416;49,3;30;413,8;49,19;15;0,04;0,10
Blumenfeld & Marian (2013);1;WM;Peer;Simple Span;V;O;17,5;2,32;30;17,5;2,19;15;0,00;0,10
Blumenfeld & Marian (2013);2;Inhibition;Peer;Stroop;NV;RT;462,9;55,32;30;461;55,2;16;0,03;0,10
Blumenfeld & Marian (2013);2;Monitoring;Peer;Stroop;NV;RT;416;49,3;30;411,3;49,2;16;0,09;0,10
Blumenfeld & Marian (2013);2;WM;Peer;Simple Span;V;O;17,8;2,8;30;17,5;2,19;16;0,12;0,10
Bogulski (2013);1;Inhibition;Other;Flanker;NV;RT;41;25;20;48;19;18;-0,31;0,11
Bogulski (2013);1;Inhibition;Other;GoNogo;NV;ACC;94;6;20;91;8;18;0,41;0,11
Bogulski (2013);1;Monitoring;Other;Flanker;NV;RT;533;72;20;510;60;18;0,34;0,11
Bogulski (2013);1;WM;Other;Complex Span;V;O;49,9;6,4;20;44,8;8,8;18;0,64;0,11
Bogulski (2013);2;Inhibition;Other;Flanker;NV;RT;41;25;20;31;20;12;0,42;0,14
Bogulski (2013);2;Inhibition;Other;GoNogo;NV;ACC;91;9;20;91;8;12;0,00;0,13
Bogulski (2013);2;Monitoring;Other;Flanker;NV;RT;533;72;20;530;86;12;0,04;0,13
Bogulski (2013);2;WM;Other;Complex Span;V;O;49,5;8,3;20;44,8;8,8;12;0,53;0,14
Bogulski (2013);3;WM;Other;Complex Span;V;O;54,5;3,7;17;45,6;8,4;14;1,29;0,16
Coderre et al. (2013);1;Inhibition;Peer;Stroop;V;RT;57;48,4;23;40;52,3;22;0,33;0,09
Coderre et al. (2013);1;Monitoring;Peer;Stroop;V;RT;572,9;119,8;23;557,5;92,4;22;0,14;0,09
Coderre et al. (2013);2;Inhibition;Peer;Stroop;V;RT;57;48,4;23;56,1;34,9;15;0,02;0,11
Coderre et al. (2013);2;Monitoring;Peer;Stroop;V;RT;572,9;119,8;23;575,4;94,7;15;-0,02;0,11
Dana-Gordon (2013);1;Inhibition;Other;GoNogo;NV;ACC;0,3;0,5;19;0,5;1,4;19;-0,19;0,11
Dana-Gordon (2013);1;Inhibition;Other;GoNogo;V;ACC;0,7;1,1;19;0,7;0,9;19;0,00;0,11
Dana-Gordon (2013);1;WM;Other;Simple Span;NV;O;28,2;2,8;19;26,4;2,7;19;0,64;0,11
Dana-Gordon (2013);2;Inhibition;Other;GoNogo;NV;ACC;0,3;0,47;19;0,31;0,94;20;-0,01;0,10
Dana-Gordon (2013);2;Inhibition;Other;GoNogo;V;ACC;0,8;1,1;19;0,78;0,91;20;0,02;0,10
Dana-Gordon (2013);2;WM;Other;Simple Span;NV;O;85,05;8,93;19;81,35;8,41;20;0,42;0,11
Dana-Gordon (2013);3;Inhibition;Other;GoNogo;NV;ACC;0,3;0,67;10;0,9;1,59;10;-0,47;0,21
Dana-Gordon (2013);3;Inhibition;Other;GoNogo;V;ACC;0,5;0,7;10;0,3;0,67;10;0,28;0,20
Dana-Gordon (2013);3;WM;Other;Simple Span;NV;O;85,7;6,68;10;78,6;8,14;10;0,91;0,23
Gold et al. (2013);1;Monitoring;Peer;Task Switching;NV;RT;856;147;15;829;194;15;0,15;0,13
Gold et al. (2013);1;Shifting;Peer;Task Switching;NV;RT;152,1;72,9;15;102,2;74,8;15;0,66;0,14
Gold et al. (2013);1;WM;Peer;Simple Span BW;V;O;6,3;1,8;15;6,47;1,6;15;-0,10;0,13
Gold et al. (2013);1;WM;Peer;Simple Span FW;V;O;9,87;1,9;15;9,27;1,6;15;0,33;0,14
Gold et al. (2013);2;Monitoring;Peer;Task Switching;NV;RT;764;158;20;752;160;20;0,07;0,10
Gold et al. (2013);2;Shifting;Peer;Task Switching;NV;RT;74;70;20;88;49;20;-0,23;0,10
Gold et al. (2013);2;WM;Peer;Simple Span BW;V;O;10,8;2,4;20;10,7;2,5;20;0,04;0,10
Gold et al. (2013);2;WM;Peer;Simple Span FW;V;O;10,3;3,1;20;10,4;2,8;20;-0,03;0,10
Gold et al. (2013);3;Monitoring;Peer;Task Switching;NV;RT;906;168;20;876;182;20;0,17;0,10
Gold et al. (2013);3;Shifting;Peer;Task Switching;NV;RT;178;99;20;114;102;20;0,62;0,11
Gold et al. (2013);3;WM;Peer;Simple Span BW;V;O;9,7;2,1;20;10,6;2;20;-0,43;0,10
Gold et al. (2013);3;WM;Peer;Simple Span FW;V;O;10,5;3,2;20;10,5;2,1;20;0,00;0,10
Gutierrez (2013);1;Attention;Other;Flanker Alerting;NV;RT;34,32;26,15;120;34,58;24,21;120;-0,01;0,02
Gutierrez (2013);1;Attention;Other;Flanker;NV;RT;56,03;33,52;120;52,29;31,19;120;0,12;0,02
Gutierrez (2013);1;Inhibition;Other;Flanker;NV;RT;126,12;53,5;120;124,17;50,03;120;0,04;0,02
Gutierrez (2013);1;Inhibition;Other;Stroop;NV;RT;59,2;43,29;120;62,07;58,15;120;-0,06;0,02
Gutierrez (2013);1;Monitoring;Other;Flanker;NV;RT;593,8;76,2;120;591,72;99,37;60;0,02;0,03
Gutierrez (2013);1;Monitoring;Other;Task Switching;NV;RT;285,03;149,37;120;316,22;178,11;120;-0,19;0,02
Gutierrez (2013);1;Shifting;Other;Task Switching;NV;RT;148,26;108,25;120;152;119,39;120;-0,03;0,02
Hernandez et al. (2013);1;Monitoring;Peer;Task Switching;NV;RT;824;155;50;789;129;50;0,24;0,04
Hernandez et al. (2013);1;Shifting;Peer;Task Switching;NV;RT;182;138,87;50;162;139,81;50;0,14;0,04
Hernandez et al. (2013);2;Monitoring;Peer;Task Switching;NV;RT;809;119;37;825;140;37;-0,12;0,05
Hernandez et al. (2013);2;Shifting;Peer;Task Switching;NV;RT;37;93,43;37;43;110,42;37;-0,06;0,05
Hernandez et al. (2013);3;Monitoring;Peer;Task Switching;NV;RT;;;21;;;20;0,87;0,11
Hernandez et al. (2013);3;Shifting;Peer;Task Switching;NV;RT;;;21;;;20;0,11;0,10
Hernandez et al. (2013);4;Monitoring;Peer;Task Switching;NV;RT;130;66;39;143;60;38;-0,20;0,05
Hernandez et al. (2013);4;Shifting;Peer;Task Switching;NV;RT;165;78;39;164;84;38;0,01;0,05
Keijzer (2013);1;Inhibition;Peer;Stroop;V;RT;97,04;117,86;45;50,6;93,57;17;0,41;0,08
Keijzer (2013);1;Inhibition;Peer;Stroop;V;RT;123,79;183,1;46;50,6;93,57;17;0,44;0,08
Keijzer (2013);1;WM;Peer;Complex Span;V;O;41,88;3,86;54;36,02;7,13;17;0,89;0,08
Keijzer (2013);1;WM;Peer;Complex Span;V;O;41,88;3,86;54;37,07;7,48;17;0,70;0,08
Keijzer (2013);2;Inhibition;Peer;Stroop;V;RT;97,04;117,86;45;159,06;144,02;17;-0,49;0,08
Keijzer (2013);2;Inhibition;Peer;Stroop;V;RT;123,79;183,1;46;159,06;144,02;17;-0,20;0,08
Keijzer (2013);2;WM;Peer;Complex Span;V;O;37,35;4,5;54;36,02;7,13;17;0,20;0,08
Keijzer (2013);2;WM;Peer;Complex Span;V;O;37,35;4,5;54;37,07;7,48;17;0,04;0,08
Keijzer (2013);3;Inhibition;Peer;Stroop;V;RT;97,04;117,86;45;157,2;292,41;29;-0,29;0,06
Keijzer (2013);3;Inhibition;Peer;Stroop;V;RT;123,79;183,1;46;157,2;292,41;29;-0,14;0,06
Keijzer (2013);3;WM;Peer;Complex Span;V;O;30,79;7,36;54;36,02;7,13;29;-0,72;0,06
Keijzer (2013);3;WM;Peer;Complex Span;V;O;30,79;7,36;54;37,07;7,48;29;-0,84;0,06
Ladas (2013);1;Attention;Other;Flanker Alerting;NV;RT;;;17;;;20;-0,74;0,11
Ladas (2013);1;Attention;Other;Flanker Orienting;NV;RT;;;17;;;20;-0,96;0,12
Ladas (2013);1;Attention;Other;Flanker Orienting;NV;RT;;;20;;;20;-0,50;0,10
Ladas (2013);1;Inhibition;Other;Flanker;NV;RT;;;20;;;20;-0,56;0,10
Ladas (2013);1;Inhibition;Other;Flanker;NV;RT;;;17;;;20;-1,01;0,12
Ladas (2013);1;Monitoring;Other;Flanker;NV;RT;;;20;;;20;-0,51;0,10
Ladas (2013);1;Monitoring;Other;Flanker;NV;RT;581,99;101,2;17;707,67;121,67;20;-1,09;0,13
Ladas (2013);2;Attention;Other;Flanker Alerting;NV;RT;742,77;85,06;22;789,94;169,9;18;-0,36;0,10
Ladas (2013);2;Attention;Other;Flanker Orienting;NV;RT;798,91;87,28;22;762,67;191,69;18;0,25;0,10
Ladas (2013);2;Monitoring;Other;Flanker;NV;RT;856,2;82,66;22;864,58;208,77;18;-0,05;0,10
Ladas (2013);2;Monitoring;Other;Simon;NV;RT;657;108,16;22;674,14;233,57;20;-0,09;0,10
Ladas (2013);2;Inhibition;Other;Flanker;NV;RT;697,41;87,3;22;727,85;142,34;18;-0,26;0,10
Ladas (2013);2;Inhibition;Other;Simon;NV;RT;588,27;90,45;22;576,07;162,51;20;0,09;0,10
Ljungberg et al. (2013);1;Fluency;Peer;Category Fluency;V;O;5,74;2,49;44;3,33;2,5;89;0,30;0,04
Ljungberg et al. (2013);1;Fluency;Peer;Letter Fluency;V;O;15,91;4,36;44;8,83;2,99;89;1,09;0,05
Ljungberg et al. (2013);2;Fluency;Peer;Category Fluency;V;O;5;1,26;30;4,31;2,36;15;0,40;0,11
Ljungberg et al. (2013);2;Fluency;Peer;Letter Fluency;V;O;14,83;5,23;30;9,5;5,24;15;1,42;0,14
Luo et al. (2013);1;WM;Peer;LNS;V;O;26,2;8,4;58;30,8;8,3;99;-0,55;0,03
Luo et al. (2013);1;WM;Peer;Simple Span;V;O;36,5;11,8;58;41,5;9,2;99;-0,46;0,03
Luo et al. (2013);1;WM;Peer;Simple Span BW;NV;O;43,2;13,8;58;41,1;14,5;99;0,15;0,03
Luo et al. (2013);1;WM;Peer;Simple Span FW;NV;O;49,9;13;58;48;13,8;99;0,14;0,03
Luo et al. (2013);2;WM;Peer;LNS;V;O;21,9;8,9;61;25,3;8,8;60;-0,38;0,03
Luo et al. (2013);2;WM;Peer;Simple Span BW;NV;O;29,8;13;61;27,9;10,5;60;0,16;0,03
Luo et al. (2013);2;WM;Peer;Simple Span FW;NV;O;37,2;10,3;61;33,3;11,4;60;0,36;0,03
Luo et al. (2013);2;WM;Peer;Simple Span FW;V;O;25,9;7,9;61;28,8;10,6;60;-0,31;0,03
Martinez Reyes (2013);1;Fluency;Other;Category Fluency;V;O;0,25;1,19;228;0,25;1,19;118;0,00;0,01
Martinez Reyes (2013);1;Fluency;Other;Letter Fluency;V;O;-0,04;1,14;226;0,07;1,14;115;-0,10;0,01
Martinez Reyes (2013);1;Inhibition;Other;Stroop;V;RT;0,14;0,03;225;0,03;1,31;116;0,14;0,01
Martinez Reyes (2013);1;WM;Other;Simple Span;V;O;17,24;3,7;229;18,22;4,2;118;-0,20;0,01
Marzecova et al. (2013);1;Monitoring;Peer;Task Switching;NV;RT;128;102;21;73;71;22;0,04;0,09
Marzecova et al. (2013);1;Shifting;Peer;Task Switching;NV;RT;;;21;;;22;0,34;0,10
Paap & Greenberg (2013);1;Inhibition;Peer;Simon;V;RT;471;60,37;45;489;58,31;34;-0,30;0,05
Paap & Greenberg (2013);1;Monitoring;Peer;Simon;V;RT;440;60,37;45;459;58,31;34;-0,32;0,05
Paap & Greenberg (2013);1;Monitoring;Peer;Task Switching;NV;RT;814;331,66;44;877;334,11;30;-0,19;0,06
Paap & Greenberg (2013);1;Shifting;Peer;Task Switching;NV;RT;1016;437,79;44;1077;432,7;30;-0,14;0,06
Paap & Greenberg (2013);2;Inhibition;Peer;Simon;V;RT;482;49,5;50;481;36;36;0,02;0,05
Paap & Greenberg (2013);2;Monitoring;Peer;Simon;V;RT;451;49,5;50;445;54;36;-0,12;0,05
Paap & Greenberg (2013);2;Monitoring;Peer;Task Switching;NV;RT;790;210;49;796;211,58;31;-0,03;0,05
Paap & Greenberg (2013);2;Shifting;Peer;Task Switching;NV;RT;976;259;49;1013;256,12;31;-0,14;0,05
Paap & Greenberg (2013);3;Inhibition;Peer;Simon;V;RT;494;51,91;55;500;49,99;51;-0,12;0,04
Paap & Greenberg (2013);3;Inhibition;Peer;Flanker;NV;RT;94,26;44,46;53;98,43;43,69;50;-0,09;0,04
Paap & Greenberg (2013);3;Monitoring;Peer;Flanker;NV;RT;555;87,36;53;560;91;49;-0,56;0,04
Paap & Greenberg (2013);3;Monitoring;Peer;Simon;V;RT;468;59,33;55;464;57,13;51;0,07;0,04
Paap & Greenberg (2013);3;Monitoring;Peer;Task Switching;NV;RT;803;264,23;51;838;263,27;48;-0,13;0,04
Paap & Greenberg (2013);3;Shifting;Peer;Task Switching;NV;RT;1030;364,21;51;1072;360,27;48;-0,12;0,04
Paap & Greenberg (2013);4;Inhibition;Peer;Antisaccade;V;RT;48,04;12,35;45;42,63;15,27;35;0,39;0,05
Prior & Gollan (2013);1;Monitoring;Peer;Task Switching;NV;RT;82;70,55;54;103;92,04;56;-0,25;0,04
Prior & Gollan (2013);1;Monitoring;Peer;Task Switching;NV;RT;89;80,1;54;85;93,54;56;0,05;0,04
Prior & Gollan (2013);1;Shifting;Peer;Task Switching;NV;RT;16;69,81;54;4;90,55;56;0,15;0,04
Prior & Gollan (2013);1;Shifting;Peer;Task Switching;NV;RT;45;79,36;54;52;86,81;56;-0,08;0,04
Prior & Gollan (2013);2;Monitoring;Peer;Task Switching;NV;RT;82;70,55;54;50;74,22;17;0,44;0,08
Prior & Gollan (2013);2;Monitoring;Peer;Task Switching;NV;RT;89;80,1;54;72;40,82;17;0,23;0,08
Prior & Gollan (2013);2;Shifting;Peer;Task Switching;NV;RT;16;69,81;54;21;74,63;17;-0,07;0,08
Prior & Gollan (2013);2;Shifting;Peer;Task Switching;NV;RT;45;79,36;54;59;96,48;17;-0,17;0,08
Prior & Gollan (2013);3;Monitoring;Peer;Task Switching;NV;RT;82;70,55;54;66;77,39;31;0,22;0,05
Prior & Gollan (2013);3;Monitoring;Peer;Task Switching;NV;RT;89;80,1;54;72;100,22;31;0,19;0,05
Prior & Gollan (2013);3;Shifting;Peer;Task Switching;NV;RT;16;69,81;54;30;57,35;31;-0,21;0,05
Prior & Gollan (2013);3;Shifting;Peer;Task Switching;NV;RT;45;79,36;54;55;130,29;31;-0,10;0,05
Rodriguez-Pujadas et al. (2013);1;Shifting;Peer;Task Switching;NV;RT;420;70;18;387;49;18;0,53;0,12
Rutkoski-Rodrigues (2013);1;Attention;Other;Flanker Alerting;NV;RT;40,37;27,6;20;44,25;26;20;-0,14;0,10
Rutkoski-Rodrigues (2013);1;Attention;Other;Flanker;NV;RT;62,74;28,53;20;67,32;28,33;20;-0,16;0,10
Rutkoski-Rodrigues (2013);1;Inhibition;Other;Flanker;NV;RT;135;72,48;20;103;47,3;20;0,51;0,10
Rutkoski-Rodrigues (2013);1;Inhibition;Other;Simon;NV;RT;-69,18;55,81;20;-37,67;64,29;20;-0,51;0,10
Rutkoski-Rodrigues (2013);1;Monitoring;Other;Flanker;NV;RT;624,64;57,24;20;587,27;87,67;20;0,49;0,10
Rutkoski-Rodrigues (2013);1;Monitoring;Other;Simon;NV;RT;570,67;105,47;20;517,44;130,55;20;0,44;0,10
Rutkoski-Rodrigues (2013);2;Inhibition;Other;Simon;NV;RT;-38,03;59,48;19;-46,42;63,55;19;0,13;0,11
Rutkoski-Rodrigues (2013);2;Monitoring;Other;Simon;NV;RT;524,21;100,95;19;491,33;66,82;19;0,38;0,11
Suarez (2013);1;Fluency;Other;Category Fluency;V;O;49,8;10,1;47;49,5;9;42;0,03;0,05
Suarez (2013);1;Shifting;Other;Trail Making;V;RT;91,4;44,4;47;69,9;29,4;42;0,56;0,05
Suarez (2013);1;Shifting;Other;WCST;V;ACC;14,7;9,1;47;13,4;9,9;42;0,14;0,05
Suarez (2013);1;WM;Other;LNS;V;O;10,1;2,1;47;9;1,9;42;0,55;0,05
Suarez (2013);1;WM;Other;Simple Span;V;O;13,3;3,3;47;10,9;2,7;42;0,79;0,05
Taler et al. (2013);1;Fluency;Peer;Category Fluency;V;O;24,03;6,93;32;24,28;5,82;37;-0,04;0,06
Taler et al. (2013);1;Fluency;Peer;Letter Fluency;V;O;37,37;10,33;32;40,28;13,53;38;-0,24;0,06
Taler et al. (2013);1;Inhibition;Peer;Stroop;V;RT;52,16;12,73;31;53,41;11,59;37;-0,10;0,06
Taler et al. (2013);1;Shifting;Peer;WCST;V;O;4,64;0,68;32;4,19;1,12;38;0,49;0,06
Taler et al. (2013);1;WM;Peer;Simple Span;V;O;19,52;4,43;32;17,94;4,25;38;0,36;0,06
Wierzbicki (2014);1;Attention;Other;Flanker;NV;RT;327,18;107,35;64;320,79;85,74;59;0,07;0,03
Wierzbicki (2014);1;Attention;Other;Flanker;NV;RT;336,78;115,5;64;317,57;85,03;59;0,19;0,03
Wierzbicki (2014);1;Inhibition;Other;Flanker;NV;RT;330,94;112,58;64;324,64;89,89;59;0,06;0,03
Wierzbicki (2014);1;Inhibition;Other;Simon;NV;RT;28,46;50,77;64;23,29;43,85;59;0,11;0,03
Wierzbicki (2014);1;Monitoring;Other;Flanker;NV;RT;324,73;106,33;64;305,19;78,29;59;0,21;0,03
Wierzbicki (2014);1;Monitoring;Other;Simon;NV;RT;450,62;66,95;64;428,37;50,35;59;0,37;0,03
Bak et al. (2014);1;Attention;Peer;TEA Selective;NV;O;9;1,4;19;8,16;2,3;23;0,44;0,10
Bak et al. (2014);1;Shifting;Peer;TEA Shifting;NV;O;9,17;1,5;19;7,53;2,6;23;0,78;0,10
Bak et al. (2014);2;Attention;Peer;TEA Selective;NV;O;9,72;0,5;19;8,16;2,3;18;0,91;0,12
Bak et al. (2014);2;Attention;Peer;TEA Sustained;NV;O;6,83;0,5;19;6,89;0,3;18;-0,14;0,11
Bak et al. (2014);2;Shifting;Peer;TEA Shifting;NV;O;9;1,8;19;7,53;2,6;18;0,64;0,11
Bak et al. (2014);3;Attention;Peer;TEA Selective;NV;O;8,89;1,07;19;7,94;1,32;19;0,77;0,11
Bak et al. (2014);3;Shifting;Peer;TEA Shifting;NV;O;8,16;1,6;19;7,37;1,42;19;0,51;0,11
Bialystok et al. (2014);1;Inhibition;Peer;Stroop;V;RT;106;29,1;27;112,3;20,2;44;-0,26;0,06
Bialystok et al. (2014);2;Inhibition;Peer;Stroop;V;RT;143,6;32,4;25;129;30;34;0,46;0,07
Blumenfeld & Adams (2014);1;WM;Peer;Simple Span BW;V;O;16,9;3,8;27;17,5;4,7;27;-0,14;0,07
Blumenfeld & Marian (2014);1;Fluency;Peer;Category Fluency;V;O;16,4;3;30;16,7;4,5;30;-0,08;0,07
Blumenfeld & Marian (2014);1;Fluency;Peer;Letter Fluency;V;O;13,3;2,7;30;13,9;3,4;30;-0,19;0,07
Blumenfeld & Marian (2014);1;Inhibition;Peer;Stroop;NV;RT;93,6;31,7;30;82,7;30,2;30;0,35;0,07
Blumenfeld & Marian (2014);1;Inhibition;Peer;Stroop;NV;RT;91,7;30,6;30;91,7;28,9;30;0,00;0,07
Blumenfeld & Marian (2014);1;WM;Peer;Simple Span;V;O;17,6;2,5;30;17,5;2,1;30;0,04;0,07
Blumenfeld & Marian (2014);2;Fluency;Peer;Category Fluency;V;O;14,2;3,4;60;15,6;2,8;60;-0,45;0,03
Blumenfeld & Marian (2014);2;Fluency;Peer;Letter Fluency;V;O;12,6;3,3;60;14;3,4;60;-0,42;0,03
Blumenfeld & Marian (2014);2;Inhibition;Peer;Stroop;NV;RT;84,3;32,2;60;86,2;33,6;60;-0,06;0,03
Blumenfeld & Marian (2014);2;Inhibition;Peer;Stroop;NV;RT;79,5;29,7;60;88,6;39,1;60;-0,26;0,03
