StudyID;ESID;Reference;Design;ControlGroup;CognitiveSkill;g;vg
2306;230601;Clements (1991);Pretest-posttest control group;treated;Creativity;-0,149;0,081
2306;230602;Clements (1991);Pretest-posttest control group;treated;Creativity;0,15;0,081
2306;230603;Clements (1991);Pretest-posttest control group;treated;Creativity;1,127;0,094
2306;230604;Clements (1991);Pretest-posttest control group;treated;Creativity;0,469;0,083
2306;230605;Clements (1991);Pretest-posttest control group;treated;Creativity;0,069;0,081
2306;230606;Clements (1991);Pretest-posttest control group;treated;Creativity;0,197;0,081
2306;230607;Clements (1991);Pretest-posttest control group;treated;Creativity;0,603;0,084
2306;230608;Clements (1991);Pretest-posttest control group;untreated;Creativity;0,559;0,082
2306;230609;Clements (1991);Pretest-posttest control group;untreated;Creativity;0,889;0,087
2306;230610;Clements (1991);Pretest-posttest control group;untreated;Creativity;1,837;0,114
2306;230611;Clements (1991);Pretest-posttest control group;untreated;Creativity;1,078;0,091
2306;230612;Clements (1991);Pretest-posttest control group;untreated;Creativity;-0,007;0,079
2306;230613;Clements (1991);Pretest-posttest control group;untreated;Creativity;0,058;0,079
2306;230614;Clements (1991);Pretest-posttest control group;untreated;Creativity;1,466;0,101
2307;230713;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;-0,101;0,202
2307;230714;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;0,285;0,204
2307;230715;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;-0,193;0,203
2307;230716;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;0;0,202
2307;230701;Clements & Gullo (1984);Pretest-posttest control group;untreated;Creativity;1,376;0,254
2307;230702;Clements & Gullo (1984);Pretest-posttest control group;untreated;Creativity;0,601;0,212
2307;230703;Clements & Gullo (1984);Pretest-posttest control group;untreated;Creativity;0,811;0,22
2307;230704;Clements & Gullo (1984);Pretest-posttest control group;untreated;Creativity;0,672;0,214
2307;230705;Clements & Gullo (1984);Pretest-posttest control group;untreated;Metacognition;1,206;0,242
2307;230706;Clements & Gullo (1984);Pretest-posttest control group;untreated;Metacognition;2,417;0,364
2307;230709;Clements & Gullo (1984);Posttest-only control group;untreated;Metacognition;1,591;0,272
2307;230710;Clements & Gullo (1984);Posttest-only control group;untreated;Metacognition;1,289;0,248
2307;230711;Clements & Gullo (1984);Posttest-only control group;untreated;Spatial skills;1,987;0,311
2307;230707;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;1,073;0,234
2307;230708;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;0,511;0,209
2307;230712;Clements & Gullo (1984);Posttest-only control group;untreated;Reasoning;0,509;0,209
2308;230801;Clements & Nastasi (1988);Posttest-only control group;untreated;Metacognition;2,249;0,579
2308;230802;Clements & Nastasi (1988);Posttest-only control group;untreated;Metacognition;1,571;0,493
2313;231301;Cooper et al. (2003);Posttest-only control group;untreated;Programming;1,439;0,225
2319;231902;Dalton (1986);Posttest-only control group;treated;Reasoning;-1,453;0,09
2319;231906;Dalton (1986);Posttest-only control group;untreated;Reasoning;-0,031;0,072
2319;231901;Dalton (1986);Posttest-only control group;untreated;Reasoning;-0,508;0,073
2319;231905;Dalton (1986);Posttest-only control group;untreated;Reasoning;0,726;0,077
2319;231903;Dalton (1986);Posttest-only control group;untreated;Mathematical literacy;0,306;0,074
2319;231904;Dalton (1986);Posttest-only control group;untreated;School achievement;0,288;0,074
2319;231907;Dalton (1986);Posttest-only control group;untreated;Mathematical literacy;0,252;0,075
2319;231908;Dalton (1986);Posttest-only control group;untreated;School achievement;0,236;0,075
2320;232001;Dalton & Goodrum (1991);Posttest-only control group;untreated;Reasoning;0,267;0,024
2320;232003;Dalton & Goodrum (1991);Posttest-only control group;untreated;Reasoning;0,803;0,041
2320;232002;Dalton & Goodrum (1991);Posttest-only control group;untreated;Programming;1,288;0,029
2320;232004;Dalton & Goodrum (1991);Posttest-only control group;untreated;Programming;0,638;0,04
2340;234001;Dziak (1985);Pretest-posttest control group;untreated;Mathematical literacy;2,152;0,066
2340;234002;Dziak (1985);Pretest-posttest control group;untreated;Mathematical literacy;0,087;0,042
2340;234003;Dziak (1985);Pretest-posttest control group;untreated;Spatial skills;0,11;0,042
2363;236302;Fickel (1986);Pretest-posttest control group;untreated;Reasoning;0,017;0,038
2363;236301;Fickel (1986);Pretest-posttest control group;untreated;Reasoning;0,072;0,037
2365;236501;Flores (1985);Posttest-only control group;treated;Mathematical literacy;0,507;0,136
2365;236502;Flores (1985);Posttest-only control group;treated;Mathematical literacy;-0,022;0,145
2365;236503;Flores (1985);Posttest-only control group;treated;Mathematical literacy;0,617;0,346
2365;236504;Flores (1985);Posttest-only control group;treated;Mathematical literacy;0,075;0,213
2372;237201;Gallini (1987);Pretest-posttest control group;untreated;Spatial skills;0,966;0,098
2379;237901;Geva & Cohen (1987);Pretest-posttest control group;untreated;Spatial skills;-0,428;0,092
2379;237902;Geva & Cohen (1987);Pretest-posttest control group;untreated;Spatial skills;0,197;0,09
2379;237903;Geva & Cohen (1987);Pretest-posttest control group;untreated;Spatial skills;0,018;0,09
2379;237904;Geva & Cohen (1987);Pretest-posttest control group;untreated;Spatial skills;-0,539;0,091
2379;237905;Geva & Cohen (1987);Pretest-posttest control group;untreated;Spatial skills;1,475;0,113
2379;237906;Geva & Cohen (1987);Pretest-posttest control group;untreated;Spatial skills;1,219;0,105
2386;238605;Gonzalez (2016);Pretest-posttest control group;untreated;Reasoning;0,37;0,065
2386;238602;Gonzalez (2016);Pretest-posttest control group;untreated;Spatial skills;0,04;0,024
2386;238608;Gonzalez (2016);Pretest-posttest control group;untreated;Programming;0,712;0,022
2386;238609;Gonzalez (2016);Pretest-posttest control group;untreated;Digital literacy;0;0,021
2386;238601;Gonzalez (2016);Pretest-posttest control group;untreated;Reasoning;0,061;0,025
2386;238603;Gonzalez (2016);Pretest-posttest control group;untreated;Reasoning;0,017;0,027
2386;238604;Gonzalez (2016);Pretest-posttest control group;untreated;Reasoning;-0,022;0,025
2386;238606;Gonzalez (2016);Pretest-posttest control group;untreated;Reasoning;-0,174;0,076
2386;238607;Gonzalez (2016);Pretest-posttest control group;untreated;Reasoning;0,226;0,076
2401;240101;Hamada (1986);Posttest-only control group;treated;Mathematical literacy;-0,015;0,027
2401;240102;Hamada (1986);Posttest-only control group;treated;Mathematical literacy;-0,391;0,027
2401;240103;Hamada (1986);Posttest-only control group;treated;Mathematical literacy;-0,243;0,032
2401;240104;Hamada (1986);Posttest-only control group;treated;Mathematical literacy;-0,616;0,033
2449;244901;Johnson-Gentile et al. (1994);Posttest-only control group;treated;Mathematical literacy;-0,098;0,027
2449;244902;Johnson-Gentile et al. (1994);Posttest-only control group;treated;Mathematical literacy;0,562;0,028
2449;244903;Johnson-Gentile et al. (1994);Posttest-only control group;untreated;Mathematical literacy;1,975;0,039
2449;244904;Johnson-Gentile et al. (1994);Posttest-only control group;untreated;Mathematical literacy;2,492;0,047
2453;245301;Julie (1988);Pretest-posttest control group;treated;Mathematical literacy;-0,26;0,146
2453;245302;Julie (1988);Pretest-posttest control group;treated;Mathematical literacy;0,938;0,161
2453;245303;Julie (1988);Pretest-posttest control group;treated;Mathematical literacy;0,6;0,151
2453;245304;Julie (1988);Posttest-only control group;treated;Mathematical literacy;-0,139;0,145
2453;245305;Julie (1988);Posttest-only control group;treated;Mathematical literacy;0,698;0,154
2453;245306;Julie (1988);Posttest-only control group;treated;Mathematical literacy;1,035;0,165
2471;247101;Kim et al. (2013b);Pretest-posttest control group;treated;Reasoning;-0,154;0,035
2471;247102;Kim et al. (2013b);Pretest-posttest control group;treated;Reasoning;-0,066;0,035
2471;247103;Kim et al. (2013b);Pretest-posttest control group;treated;Reasoning;-0,063;0,035
2471;247104;Kim et al. (2013b);Pretest-posttest control group;treated;Reasoning;0,18;0,035
2471;247105;Kim et al. (2013b);Pretest-posttest control group;treated;Reasoning;-0,044;0,035
2471;247106;Kim et al. (2013b);Pretest-posttest control group;treated;Reasoning;0,127;0,035
2474;247401;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;0,805;0,11
2474;247404;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;-0,441;0,109
2474;247406;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;0,376;0,108
2474;247407;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;0,169;0,107
2474;247410;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;1,097;0,111
2474;247413;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;-0,04;0,101
2474;247415;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;0,656;0,107
2474;247416;Kiser (1989);Pretest-posttest control group;untreated;Reasoning;0,387;0,103
2474;247402;Kiser (1989);Pretest-posttest control group;untreated;Metacognition;-1,094;0,108
2474;247403;Kiser (1989);Pretest-posttest control group;untreated;Metacognition;-1,242;0,128
2474;247405;Kiser (1989);Pretest-posttest control group;untreated;Metacognition;-0,512;0,111
2474;247408;Kiser (1989);Pretest-posttest control group;untreated;Mathematical literacy;0,218;0,087
2474;247409;Kiser (1989);Pretest-posttest control group;untreated;Mathematical literacy;0,097;0,089
2474;247411;Kiser (1989);Pretest-posttest control group;untreated;Metacognition;-1,197;0,109
2474;247412;Kiser (1989);Pretest-posttest control group;untreated;Metacognition;-0,328;0,106
2474;247414;Kiser (1989);Pretest-posttest control group;untreated;Metacognition;-0,738;0,113
2474;247417;Kiser (1989);Pretest-posttest control group;untreated;Mathematical literacy;0,087;0,086
2474;247418;Kiser (1989);Pretest-posttest control group;untreated;Mathematical literacy;-0,035;0,086
2489;248903;Kurland et al. (1986);Posttest-only control group;untreated;Mathematical literacy;-0,046;0,14
2489;248904;Kurland et al. (1986);Posttest-only control group;untreated;Mathematical literacy;0,116;0,14
2489;248907;Kurland et al. (1986);Posttest-only control group;untreated;Mathematical literacy;0,241;0,131
2489;248908;Kurland et al. (1986);Posttest-only control group;untreated;Mathematical literacy;0,082;0,131
2489;248901;Kurland et al. (1986);Posttest-only control group;untreated;Reasoning;0,172;0,136
2489;248902;Kurland et al. (1986);Posttest-only control group;untreated;Reasoning;-0,138;0,136
2489;248905;Kurland et al. (1986);Posttest-only control group;untreated;Reasoning;0,03;0,123
2489;248906;Kurland et al. (1986);Posttest-only control group;untreated;Reasoning;-0,158;0,123
2493;249302;Lai & Yang (2011);Pretest-posttest control group;untreated;Reasoning;0,434;0,04
2493;249301;Lai & Yang (2011);Pretest-posttest control group;untreated;Reasoning;0,336;0,04
2501;250101;Lee (1995);Pretest-posttest control group;untreated;Spatial skills;0,127;0,088
2513;251301;Lehrer & Randle (1987);Posttest-only control group;treated;Reasoning;0,285;0,146
2513;251302;Lehrer & Randle (1987);Posttest-only control group;treated;Reasoning;0,537;0,15
2513;251303;Lehrer & Randle (1987);Posttest-only control group;treated;Reasoning;1,007;0,164
2513;251307;Lehrer & Randle (1987);Posttest-only control group;untreated;Reasoning;1,258;0,175
2513;251308;Lehrer & Randle (1987);Posttest-only control group;untreated;Reasoning;1,26;0,175
2513;251309;Lehrer & Randle (1987);Posttest-only control group;untreated;Reasoning;1,296;0,177
2513;251304;Lehrer & Randle (1987);Posttest-only control group;treated;Metacognition;-0,095;0,144
2513;251305;Lehrer & Randle (1987);Posttest-only control group;treated;Metacognition;0,068;0,144
2513;251306;Lehrer & Randle (1987);Posttest-only control group;untreated;Literacy;-0,469;0,149
2513;251310;Lehrer & Randle (1987);Posttest-only control group;untreated;Metacognition;0,24;0,145
2513;251311;Lehrer & Randle (1987);Posttest-only control group;untreated;Metacognition;-1,176;0,171
2513;251312;Lehrer & Randle (1987);Posttest-only control group;untreated;Metacognition;1,069;0,166
2513;251313;Lehrer & Randle (1987);Posttest-only control group;treated;Literacy;-0,138;0,145
2514;251401;Lehrer et al. (1989);Posttest-only control group;treated;Mathematical literacy;0,107;0,119
2514;251402;Lehrer et al. (1989);Posttest-only control group;treated;Mathematical literacy;0,421;0,122
2514;251403;Lehrer et al. (1989);Posttest-only control group;treated;Mathematical literacy;0,181;0,119
2514;251404;Lehrer et al. (1989);Posttest-only control group;treated;Mathematical literacy;0,227;0,12
2514;251405;Lehrer et al. (1989);Posttest-only control group;treated;Mathematical literacy;0,578;0,124
2514;251406;Lehrer et al. (1989);Posttest-only control group;treated;Mathematical literacy;0,593;0,124
2515;251501;Lenamond (1992);Pretest-posttest control group;treated;Reasoning;1,406;0,159
2515;251502;Lenamond (1992);Pretest-posttest control group;treated;Reasoning;0,168;0,127
2527;252701;Luckow (1984);Pretest-posttest control group;untreated;Spatial skills;-0,287;0,089
2527;252702;Luckow (1984);Pretest-posttest control group;untreated;Spatial skills;-0,541;0,093
2569;256901;Miller (1985);Pretest-posttest control group;untreated;Spatial skills;0,264;0,206
2569;256902;Miller (1985);Pretest-posttest control group;untreated;Spatial skills;-0,043;0,204
2586;258601;Moreno-Leon et al. (2016);Pretest-posttest control group;untreated;Mathematical literacy;0,584;0,079
2586;258602;Moreno-Leon et al. (2016);Pretest-posttest control group;untreated;School achievement;1,169;0,093
2586;258603;Moreno-Leon et al. (2016);Pretest-posttest control group;untreated;Literacy;0,062;0,131
2595;259503;Nastasi & Clements (1992);Posttest-only control group;treated;Reasoning;0,315;0,082
2595;259504;Nastasi & Clements (1992);Posttest-only control group;treated;Reasoning;0,718;0,086
2595;259505;Nastasi & Clements (1992);Posttest-only control group;treated;Reasoning;0,799;0,087
2595;259506;Nastasi & Clements (1992);Posttest-only control group;treated;Reasoning;0,436;0,083
2595;259501;Nastasi & Clements (1992);Posttest-only control group;treated;Metacognition;0,55;0,084
2595;259502;Nastasi & Clements (1992);Posttest-only control group;treated;Metacognition;0,358;0,082
2596;259601;Nastasi et al. (1990);Pretest-posttest control group;treated;Reasoning;0,513;0,105
2596;259602;Nastasi et al. (1990);Pretest-posttest control group;treated;Reasoning;0,194;0,102
2596;259603;Nastasi et al. (1990);Pretest-posttest control group;treated;Reasoning;0,138;0,101
2596;259604;Nastasi et al. (1990);Pretest-posttest control group;treated;Reasoning;1,445;0,129
2607;260701;Olson (1985);Pretest-posttest control group;treated;Spatial skills;-0,45;0,138
2607;260702;Olson (1985);Pretest-posttest control group;treated;Mathematical literacy;-0,119;0,135
2607;260703;Olson (1985);Pretest-posttest control group;untreated;Spatial skills;0,338;0,137
2607;260704;Olson (1985);Pretest-posttest control group;untreated;Mathematical literacy;-0,223;0,136
2608;260801;Oprea (1984);Posttest-only control group;treated;Mathematical literacy;0,47;0,074
2608;260802;Oprea (1984);Posttest-only control group;untreated;Programming;1,276;0,087
2608;260803;Oprea (1984);Posttest-only control group;treated;Mathematical literacy;0,516;0,075
2608;260804;Oprea (1984);Posttest-only control group;treated;Mathematical literacy;0,419;0,07
2608;260805;Oprea (1984);Posttest-only control group;untreated;Programming;1,13;0,079
2608;260806;Oprea (1984);Posttest-only control group;treated;Mathematical literacy;1,051;0,078
2610;261001;Ortiz (1987);Posttest-only control group;treated;Mathematical literacy;0,437;0,068
2610;261002;Ortiz (1987);Posttest-only control group;treated;Mathematical literacy;0,898;0,073
2610;261003;Ortiz (1987);Posttest-only control group;untreated;Mathematical literacy;0,756;0,072
2610;261004;Ortiz (1987);Posttest-only control group;untreated;Mathematical literacy;0,921;0,075
2616;261605;Palumbo & Reed (1991);Posttest-only control group;untreated;School achievement;0,064;0,168
2616;261601;Palumbo & Reed (1991);Pretest-posttest control group;untreated;Reasoning;1,022;0,192
2616;261602;Palumbo & Reed (1991);Pretest-posttest control group;untreated;Reasoning;0,319;0,171
2616;261603;Palumbo & Reed (1991);Pretest-posttest control group;untreated;Reasoning;0,944;0,189
2616;261604;Palumbo & Reed (1991);Pretest-posttest control group;untreated;Reasoning;0,844;0,184
2619;261901;Papaevripidou et al. (2007);Pretest-posttest control group;treated;Reasoning;2,739;0,229
2619;261902;Papaevripidou et al. (2007);Pretest-posttest control group;treated;Reasoning;1,762;0,163
2619;261903;Papaevripidou et al. (2007);Pretest-posttest control group;treated;Reasoning;8,632;1,244
2619;261904;Papaevripidou et al. (2007);Pretest-posttest control group;treated;Reasoning;4,766;0,46
2619;261905;Papaevripidou et al. (2007);Pretest-posttest control group;treated;Reasoning;3,546;0,306
2619;261906;Papaevripidou et al. (2007);Pretest-posttest control group;treated;Reasoning;5,968;0,655
2623;262305;Pardamean & Evelin (2014);Pretest-posttest control group;untreated;Reasoning;0,504;0,048
2623;262306;Pardamean & Evelin (2014);Pretest-posttest control group;untreated;Reasoning;0,038;0,046
2623;262301;Pardamean & Evelin (2014);Pretest-posttest control group;untreated;Creativity;0,393;0,047
2623;262302;Pardamean & Evelin (2014);Pretest-posttest control group;untreated;Creativity;1,399;0,058
2623;262303;Pardamean & Evelin (2014);Pretest-posttest control group;untreated;Creativity;0,356;0,047
2623;262304;Pardamean & Evelin (2014);Pretest-posttest control group;untreated;Creativity;0,248;0,047
2624;262401;Pardamean et al. (2015);Pretest-posttest control group;untreated;Reasoning;0,413;0,048
2624;262402;Pardamean et al. (2015);Pretest-posttest control group;untreated;Reasoning;0,216;0,048
2624;262403;Pardamean et al. (2015);Pretest-posttest control group;untreated;Reasoning;0,744;0,051
2624;262404;Pardamean et al. (2015);Pretest-posttest control group;untreated;Reasoning;0,723;0,05
2625;262501;Park (2015);Pretest-posttest control group;treated;School achievement;0,323;0,033
2643;264305;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;-0,377;0,137
2643;264306;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;-0,249;0,136
2643;264307;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;0,172;0,135
2643;264308;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;-0,422;0,138
2643;264304;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;-0,043;0,135
2643;264301;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;0,003;0,135
2643;264302;Pollock (1997);Pretest-posttest control group;untreated;Reasoning;-0,136;0,135
2643;264303;Pollock (1997);Pretest-posttest control group;untreated;Spatial skills;-0,357;0,137
2645;264501;Poulin-Dubois et al. (1989);Pretest-posttest control group;untreated;Reasoning;0,651;0,065
2645;264502;Poulin-Dubois et al. (1989);Pretest-posttest control group;untreated;Reasoning;0,493;0,064
2652;265201;Reding (1981);Pretest-posttest control group;treated;Reasoning;-0,224;0,032
2654;265401;Reeder & Leming (1994);Pretest-posttest control group;untreated;Reasoning;0,483;0,111
2670;267001;Rose (1983);Pretest-posttest control group;untreated;Reasoning;0,412;0,098
2670;267002;Rose (1983);Pretest-posttest control group;untreated;Reasoning;0,29;0,097
2670;267003;Rose (1983);Pretest-posttest control group;untreated;Mathematical literacy;0,26;0,097
2670;267004;Rose (1983);Pretest-posttest control group;untreated;Mathematical literacy;0,203;0,097
2670;267005;Rose (1983);Pretest-posttest control group;untreated;Mathematical literacy;0,093;0,096
2670;267006;Rose (1983);Pretest-posttest control group;untreated;Spatial skills;0,19;0,097
2670;267007;Rose (1983);Pretest-posttest control group;untreated;Spatial skills;0,143;0,096
2670;267008;Rose (1983);Pretest-posttest control group;untreated;Spatial skills;0,101;0,096
2670;267009;Rose (1983);Pretest-posttest control group;untreated;Spatial skills;0,275;0,097
2670;267010;Rose (1983);Pretest-posttest control group;untreated;Reasoning;0,164;0,096
2670;267011;Rose (1983);Pretest-posttest control group;untreated;Reasoning;0,684;0,102
2670;267012;Rose (1983);Pretest-posttest control group;untreated;Reasoning;0,449;0,099
2670;267013;Rose (1983);Pretest-posttest control group;untreated;Reasoning;0,26;0,097
2671;267101;Rucinski (1986);Pretest-posttest control group;untreated;Reasoning;-0,127;0,046
2671;267102;Rucinski (1986);Pretest-posttest control group;untreated;Reasoning;0,386;0,046
2671;267103;Rucinski (1986);Pretest-posttest control group;untreated;Reasoning;0,239;0,046
2671;267104;Rucinski (1986);Pretest-posttest control group;untreated;Reasoning;0,258;0,046
2685;268501;Seo & Kim (2016);Pretest-posttest control group;untreated;Programming;0,194;0,088
2685;268502;Seo & Kim (2016);Pretest-posttest control group;untreated;Creativity;0,77;0,094
2685;268503;Seo & Kim (2016);Pretest-posttest control group;untreated;Creativity;0,356;0,089
2685;268504;Seo & Kim (2016);Pretest-posttest control group;untreated;Creativity;0,328;0,089
2685;268505;Seo & Kim (2016);Pretest-posttest control group;untreated;Creativity;0,649;0,092
2689;268901;Shaw (1986);Pretest-posttest control group;untreated;Reasoning;0,215;0,047
2689;268902;Shaw (1986);Pretest-posttest control group;untreated;Reasoning;-0,092;0,043
2715;271501;Swan & Black (1990);Pretest-posttest control group;treated;Reasoning;0,51;0,046
2718;271801;Taitt (1985);Pretest-posttest control group;treated;Mathematical literacy;2,015;0,114
2718;271802;Taitt (1985);Posttest-only control group;treated;Mathematical literacy;1,864;0,11
2719;271902;Teahan (2001);Pretest-posttest control group;untreated;Reasoning;0,254;0,194
2719;271903;Teahan (2001);Pretest-posttest control group;untreated;Reasoning;-0,297;0,195
2719;271901;Teahan (2001);Pretest-posttest control group;untreated;Mathematical literacy;-0,266;0,194
2719;271904;Teahan (2001);Pretest-posttest control group;untreated;Spatial skills;-0,025;0,193
2724;272401;Tsuei (1998);Pretest-posttest control group;treated;Creativity;-0,796;0,054
2724;272402;Tsuei (1998);Pretest-posttest control group;treated;Creativity;-0,381;0,051
2724;272403;Tsuei (1998);Pretest-posttest control group;treated;Creativity;-0,354;0,051
2724;272404;Tsuei (1998);Pretest-posttest control group;treated;Creativity;-1,106;0,058
2724;272405;Tsuei (1998);Pretest-posttest control group;untreated;Creativity;0,604;0,053
2724;272406;Tsuei (1998);Pretest-posttest control group;untreated;Creativity;0,57;0,052
2724;272407;Tsuei (1998);Pretest-posttest control group;untreated;Creativity;0,462;0,052
2724;272408;Tsuei (1998);Pretest-posttest control group;untreated;Creativity;-0,621;0,053
2726;272602;Turner & Land (1988);Pretest-posttest control group;untreated;Reasoning;-0,323;0,025
2726;272601;Turner & Land (1988);Pretest-posttest control group;treated;Mathematical literacy;-0,317;0,026
2748;274801;Weaver (1991);Pretest-posttest control group;treated;Mathematical literacy;1,354;0,231
2748;274802;Weaver (1991);Pretest-posttest control group;treated;Mathematical literacy;-0,726;0,198
2748;274803;Weaver (1991);Pretest-posttest control group;treated;Mathematical literacy;0,652;0,204
2748;274804;Weaver (1991);Pretest-posttest control group;treated;Mathematical literacy;-0,645;0,196
2748;274805;Weaver (1991);Pretest-posttest control group;untreated;Mathematical literacy;1,808;0,243
2748;274806;Weaver (1991);Pretest-posttest control group;untreated;Mathematical literacy;0,312;0,204
2748;274807;Weaver (1991);Pretest-posttest control group;untreated;Mathematical literacy;1,075;0,203
2748;274808;Weaver (1991);Pretest-posttest control group;untreated;Mathematical literacy;0,176;0,202
2766;276601;Yoder (1988);Posttest-only control group;treated;Mathematical literacy;-0,123;0,066
2766;276602;Yoder (1988);Posttest-only control group;treated;Mathematical literacy;-0,521;0,072
2770;277001;Yusuf (1995);Pretest-posttest control group;treated;Mathematical literacy;1,332;0,072
2785;278501;Ortiz (2015);Pretest-posttest control group;treated;Mathematical literacy;-0,538;0,131
2785;278502;Ortiz (2015);Pretest-posttest control group;treated;Mathematical literacy;0,316;0,128
2785;278503;Ortiz (2015);Pretest-posttest control group;treated;Mathematical literacy;2,126;0,202
2786;278601;VanLengen & Maddux (1990);Pretest-posttest control group;untreated;Reasoning;-0,32;0,117
2792;279201;Yi & Eu (2016);Pretest-posttest control group;treated;Spatial skills;3,117;0,241
4000;400002;Psycharis & Kallia (2017);Pretest-posttest control group;treated;Reasoning;0,496;0,061
4000;400001;Psycharis & Kallia (2017);Pretest-posttest control group;treated;Programming;0,226;0,06